panic_id,incident_time,latitude,longitude
"84,472","9/6/2024, 17:18",-29.89,30.29
"84,477","9/6/2024, 21:42",-29.85,31.01
"84,482","10/6/2024, 01:12",-33.91,18.58
"84,449","9/6/2024, 12:21",-29.83,30.99
"84,490","10/6/2024, 08:21",-25.79,28.28
"84,473","9/6/2024, 17:44",-26.14,27.95
"84,478","9/6/2024, 22:48",-26.15,28.11
"84,483","10/6/2024, 03:28",-29.12,26.22
"84,496","10/6/2024, 09:18",-25.73,28.2
"84,484","10/6/2024, 03:41",-29.92,30.99
"84,497","10/6/2024, 09:53",-30.28,30.76
"84,513","10/6/2024, 11:47",-24.02,29.47
"84,518","10/6/2024, 12:53",-26.09,27.87
"84,488","10/6/2024, 06:50",-28.74,31.89
"84,517","10/6/2024, 12:46",-25.77,28.26
"84,519","10/6/2024, 13:00",-28.9,31.46
"84,522","10/6/2024, 13:14",-33.97,25.52
"84,525","10/6/2024, 13:31",-24.52,28.72
"84,189","5/6/2024, 18:44",-26.27,28.05
"84,439","9/6/2024, 09:11",-23.9,29.51
"88,202","25/7/2024, 11:48",-28.52,28.82
"90,131","29/7/2024, 08:30",-29.82,30.86
"92,051","6/8/2024, 19:07",-25.49,28.13
"93,827","21/8/2024, 19:55",-25.96,30.57
"95,495","3/9/2024, 19:18",-34.03,18.69
"95,497","3/9/2024, 19:24",-33.92,18.51
"95,525","4/9/2024, 03:47",-25.66,27.2
"95,498","3/9/2024, 19:27",-26.07,28.04
"95,522","4/9/2024, 02:12",-25.66,27.2
"95,539","4/9/2024, 08:23",-26.11,29.29
"95,519","3/9/2024, 23:47",-33.85,18.52
"95,523","4/9/2024, 02:12",-25.63,27.22
"95,526","4/9/2024, 04:56",-28.87,31.9
"95,546","4/9/2024, 09:24",-26.02,29.18
"95,528","4/9/2024, 06:03",-28.65,31.42
"95,520","3/9/2024, 23:49",-25.78,28.26
"95,536","4/9/2024, 08:19",-25.78,28.26
"95,558","4/9/2024, 10:50",-31.66,18.51
"95,529","4/9/2024, 07:06",-26.26,28.01
"95,542","4/9/2024, 09:04",-25.78,28.25
"95,537","4/9/2024, 08:19",-25.78,28.26
"95,531","4/9/2024, 07:18",-26.1,27.95
"95,555","4/9/2024, 10:39",-26.14,28.09
"95,582","4/9/2024, 13:45",-25.86,28.26
"95,560","4/9/2024, 10:58",-28.46,21.25
"95,601","4/9/2024, 16:10",-25.96,28.21
"95,598","4/9/2024, 16:04",-33.9,18.59
"95,611","4/9/2024, 17:32",-26.26,28.16
"95,583","4/9/2024, 13:47",-26.18,27.79
"95,605","4/9/2024, 16:45",-26.17,27.89
"95,612","4/9/2024, 17:34",-26.2,28.04
"84,197","5/6/2024, 22:02",-26.1,28.16
"84,440","9/6/2024, 09:14",-23.92,29.48
"86,162","4/7/2024, 16:02",-25.83,28.3
"88,203","25/7/2024, 11:48",-28.52,28.82
"104,688","8/11/2024, 09:09",-25.74,28.2
"90,132","29/7/2024, 08:31",-33.96,25.61
"92,052","6/8/2024, 19:21",-23.28,30.71
"93,828","21/8/2024, 19:59",-25.53,28.11
"95,496","3/9/2024, 19:21",-25.74,28.26
"96,211","10/9/2024, 00:55",-25.83,28.25
"96,277","10/9/2024, 09:16",-23.92,29.42
"96,343","10/9/2024, 12:09",-33.95,25.56
"97,770","20/9/2024, 18:20",-25.87,28.14
"99,415","1/10/2024, 23:05",-27.01,29.87
"99,709","2/10/2024, 22:16",-34.12,18.87
"101,351","14/10/2024, 09:46",-33.96,22.46
"102,969","26/10/2024, 15:14",-33.89,18.51
"106,430","22/11/2024, 06:34",-25.78,28.28
"97,927","21/9/2024, 18:32",-33.98,25.66
"97,933","21/9/2024, 18:39",-33.98,25.66
"97,938","21/9/2024, 19:43",-25.9,28.67
"97,946","21/9/2024, 21:13",-26.14,28.04
"84,088","4/6/2024, 15:04",-25.78,28.26
"84,441","9/6/2024, 09:16",-23.94,29.45
"86,163","4/7/2024, 16:05",-26.26,27.94
"88,204","25/7/2024, 11:50",-25.73,28.15
"90,133","29/7/2024, 08:32",-25.77,28.07
"92,054","6/8/2024, 20:09",-26.42,28.14
"93,829","21/8/2024, 20:40",-26.08,27.96
"95,499","3/9/2024, 19:28",-25.73,27.87
"96,212","10/9/2024, 01:17",-25.83,28.25
"96,278","10/9/2024, 09:23",-26.17,27.77
"96,344","10/9/2024, 12:13",-22.98,30.46
"97,771","20/9/2024, 18:22",-31.83,27.88
"97,773","20/9/2024, 18:27",-25.83,29.46
"97,788","20/9/2024, 20:12",-25.75,28.24
"97,789","20/9/2024, 20:19",-29.84,31
"97,775","20/9/2024, 18:47",-29.03,31.59
"97,776","20/9/2024, 19:01",-30.26,29.94
"97,806","20/9/2024, 22:28",-29.92,30.99
"97,778","20/9/2024, 19:12",-26.15,28.1
"97,811","20/9/2024, 23:02",-33.92,18.43
"97,779","20/9/2024, 19:12",-27.46,23.44
"97,807","20/9/2024, 22:30",-33.92,18.43
"97,808","20/9/2024, 22:30",-28.54,28.8
"97,812","20/9/2024, 23:07",-30.26,29.94
"97,784","20/9/2024, 19:55",-33.92,18.42
"97,821","21/9/2024, 00:33",-26.16,28
"97,820","21/9/2024, 00:20",-29.78,30.76
"97,790","20/9/2024, 20:48",-26.09,29.27
"97,809","20/9/2024, 22:36",-29.91,30.88
"97,813","20/9/2024, 23:10",-34.05,18.7
"97,815","20/9/2024, 23:29",-29.79,29.49
"97,822","21/9/2024, 00:59",-29.78,30.76
"84,212","6/6/2024, 07:56",-33.88,18.67
"84,442","9/6/2024, 09:17",-23.94,29.44
"86,164","4/7/2024, 16:14",-26.35,28.37
"88,205","25/7/2024, 11:56",-29.78,30.89
"90,134","29/7/2024, 08:32",-31.82,28.76
"92,055","6/8/2024, 20:27",-26.71,27.88
"93,831","21/8/2024, 20:52",-33.96,18.46
"93,841","21/8/2024, 22:30",-30.34,28.81
"93,858","22/8/2024, 08:06",-34.02,20.44
"93,847","21/8/2024, 23:19",-34.41,19.21
"95,500","3/9/2024, 19:35",-29.92,30.96
"96,213","10/9/2024, 02:08",-33.01,17.94
"93,849","22/8/2024, 00:34",-33.56,18.49
"93,851","22/8/2024, 02:40",-33.56,18.49
"96,279","10/9/2024, 09:36",-34.02,22.78
"93,852","22/8/2024, 02:52",-23.85,29.37
"96,345","10/9/2024, 12:16",-26.18,28.03
"96,215","10/9/2024, 04:32",-29.85,31.02
"97,772","20/9/2024, 18:25",-26.46,27.84
"93,853","22/8/2024, 02:58",-28.75,32.05
"96,218","10/9/2024, 07:01",-28.75,32.05
"99,416","1/10/2024, 23:09",-29.99,30.84
"101,352","14/10/2024, 09:49",-29.85,31
"93,854","22/8/2024, 04:40",-32.91,17.99
"102,971","26/10/2024, 15:17",-27.95,26.79
"104,689","8/11/2024, 09:10",-26.25,28.46
"93,855","22/8/2024, 05:21",-29.92,30.88
"106,431","22/11/2024, 06:35",-26.55,29.14
"93,856","22/8/2024, 05:26",-33.93,18.43
"96,309","10/9/2024, 11:17",-26.04,28.02
"84,137","5/6/2024, 03:41",-33.88,18.51
"86,165","4/7/2024, 16:40",-26.08,28.09
"88,206","25/7/2024, 11:58",-26.14,28.16
"90,135","29/7/2024, 08:35",-25.86,28.19
"92,057","6/8/2024, 21:04",-26.97,26.61
"93,832","21/8/2024, 21:05",-23.89,29.48
"95,501","3/9/2024, 19:40",-29.75,30.99
"96,214","10/9/2024, 03:53",-29.8,31.02
"96,280","10/9/2024, 09:47",-26.18,27.96
"96,346","10/9/2024, 12:36",-25.82,28.17
"97,810","20/9/2024, 22:53",-25.88,28.12
"99,417","1/10/2024, 23:12",-33.95,18.68
"99,675","2/10/2024, 22:06",-33.99,18.69
"101,353","14/10/2024, 10:03",-26.2,28.1
"97,919","21/9/2024, 18:20",-33.97,25.63
"97,914","21/9/2024, 18:08",-33.96,25.61
"102,972","26/10/2024, 15:31",-26.27,27.93
"104,690","8/11/2024, 09:14",-26.09,28.12
"97,928","21/9/2024, 18:34",-33.98,25.66
"104,696","8/11/2024, 10:06",-26.14,28.06
"104,719","8/11/2024, 13:27",-26.03,27.89
"98,053","23/9/2024, 10:59",-26.32,27.65
"98,063","23/9/2024, 12:07",-33.98,25.61
"97,917","21/9/2024, 18:16",-33.96,25.61
"104,706","8/11/2024, 11:51",-25.96,28.2
"104,723","8/11/2024, 14:12",-26.4,30.43
"104,718","8/11/2024, 13:25",-26.03,27.89
"104,724","8/11/2024, 14:13",-26.18,28.11
"104,714","8/11/2024, 12:58",-25.96,28.2
"104,735","8/11/2024, 15:27",-26.15,28.21
"104,725","8/11/2024, 14:27",-26.24,28.05
"104,739","8/11/2024, 16:13",-33.92,18.42
"104,738","8/11/2024, 15:41",-33.56,18.49
"104,741","8/11/2024, 16:41",-25.77,28.21
"104,740","8/11/2024, 16:35",-33.95,22.46
"104,746","8/11/2024, 17:12",-26.51,29.2
"104,744","8/11/2024, 16:44",-26.17,28.03
"84,048","4/6/2024, 08:28",-26.01,28.19
"84,443","9/6/2024, 09:19",-23.95,29.4
"86,161","4/7/2024, 15:29",-25.7,28.42
"88,207","25/7/2024, 12:01",-26.14,28.16
"92,059","6/8/2024, 21:11",-26.97,26.61
"93,833","21/8/2024, 21:10",-29.85,30.99
"95,502","3/9/2024, 19:56",-28.57,30.76
"96,216","10/9/2024, 06:28",-26.11,27.9
"96,281","10/9/2024, 09:53",-26.18,27.96
"97,777","20/9/2024, 19:09",-25.88,25.63
"99,710","2/10/2024, 22:36",-34.02,18.65
"96,347","10/9/2024, 12:37",-26.18,28
"101,354","14/10/2024, 10:09",-29.12,26.17
"102,973","26/10/2024, 15:35",-26.23,28.37
"104,691","8/11/2024, 09:46",-25.65,27.81
"106,432","22/11/2024, 06:43",-33.93,18.57
"96,311","10/9/2024, 11:26",-26.04,28.02
"84,027","4/6/2024, 00:35",-23.09,29.42
"83,805","31/5/2024, 00:12",-33.98,18.46
"86,166","4/7/2024, 16:46",-25.78,28.35
"88,208","25/7/2024, 12:01",-25.59,28.05
"90,136","29/7/2024, 08:38",-26.01,28.19
"90,357","29/7/2024, 14:20",-26.17,27.9
"92,060","6/8/2024, 21:25",-26.31,28.15
"93,834","21/8/2024, 21:11",-33.82,25.4
"95,503","3/9/2024, 20:04",-25.64,28.53
"90,277","29/7/2024, 11:52",-26.02,29.18
"96,217","10/9/2024, 06:29",-26.3,27.94
"90,416","29/7/2024, 16:23",-29.88,30.92
"96,282","10/9/2024, 10:03",-27.32,31.89
"90,148","29/7/2024, 08:50",-25.74,28.42
"97,780","20/9/2024, 19:35",-26.89,28.09
"90,247","29/7/2024, 11:08",-25.76,28.07
"96,348","10/9/2024, 12:39",-27.39,26.65
"90,417","29/7/2024, 16:23",-25.97,28.13
"99,418","1/10/2024, 23:22",-34.08,18.83
"90,172","29/7/2024, 09:33",-26.15,28.17
"99,711","2/10/2024, 22:45",-34,25.66
"90,248","29/7/2024, 11:09",-26.21,28.04
"90,348","29/7/2024, 14:10",-26.15,28.04
"101,355","14/10/2024, 10:18",-28.56,29.78
"90,185","29/7/2024, 09:48",-25.36,28.24
"90,383","29/7/2024, 15:02",-26.02,29.18
"90,257","29/7/2024, 11:22",-33.89,18.57
"101,357","14/10/2024, 10:20",-25.79,28.28
"90,190","29/7/2024, 09:52",-26.09,29.22
"101,356","14/10/2024, 10:18",-25.79,28.28
"101,359","14/10/2024, 10:27",-26.16,27.69
"101,363","14/10/2024, 10:39",-26.17,28.15
"101,366","14/10/2024, 10:52",-25.78,28.25
"101,367","14/10/2024, 10:54",-25.71,28.17
"101,384","14/10/2024, 13:39",-26.16,28.15
"84,044","4/6/2024, 07:56",-26.69,27.84
"84,444","9/6/2024, 09:58",-25.71,28.35
"86,167","4/7/2024, 16:55",-25.36,27.05
"88,209","25/7/2024, 12:01",-26.18,28.1
"90,137","29/7/2024, 08:41",-26.23,27.94
"92,061","6/8/2024, 21:26",-25.34,31.09
"93,835","21/8/2024, 21:16",-25.95,28.14
"95,504","3/9/2024, 20:11",-25.64,28.53
"81,228","18/4/2024, 21:53",-26.26,27.81
"96,283","10/9/2024, 10:24",-25.65,27.22
"99,419","1/10/2024, 23:24",-26.32,27.99
"96,349","10/9/2024, 12:40",-26.94,29.24
"97,781","20/9/2024, 19:36",-26.89,28.09
"99,712","2/10/2024, 23:05",-33.99,18.64
"101,358","14/10/2024, 10:21",-29.6,30.38
"102,974","26/10/2024, 15:38",-26.23,28.37
"104,692","8/11/2024, 09:49",-33.97,18.83
"106,433","22/11/2024, 06:45",-26.17,28.15
"84,191","5/6/2024, 19:00",-26.14,28.09
"84,445","9/6/2024, 10:03",-26.29,27.91
"86,168","4/7/2024, 17:53",-26.31,28.21
"88,210","25/7/2024, 12:05",-26.01,28.18
"90,138","29/7/2024, 08:41",-26.19,28.03
"92,062","6/8/2024, 21:28",-26.97,26.61
"93,836","21/8/2024, 21:58",-26.24,27.96
"95,505","3/9/2024, 20:12",-26.7,27.88
"96,219","10/9/2024, 07:02",-26.17,28.15
"96,284","10/9/2024, 10:31",-33.98,25.54
"96,350","10/9/2024, 12:41",-26.07,27.97
"97,782","20/9/2024, 19:37",-26.89,28.09
"99,420","1/10/2024, 23:27",-26.47,29.11
"99,713","2/10/2024, 23:17",-25.47,30.95
"101,360","14/10/2024, 10:27",-26.71,27.1
"102,968","26/10/2024, 15:03",-34.02,18.61
"104,693","8/11/2024, 09:54",-23.86,29.37
"106,434","22/11/2024, 06:47",-25.7,28.28
"84,170","5/6/2024, 13:25",-25.76,28.25
"84,446","9/6/2024, 10:39",-33.9,25.53
"86,169","4/7/2024, 18:09",-29.44,31.21
"88,211","25/7/2024, 12:07",-26.17,27.79
"90,139","29/7/2024, 08:41",-25.95,28.12
"92,063","6/8/2024, 21:29",-26.11,28.15
"93,837","21/8/2024, 21:58",-26.24,27.96
"83,438","24/5/2024, 19:53",-25.96,28.21
"95,688","5/9/2024, 12:30",-26.11,29.29
"96,220","10/9/2024, 07:25",-26.17,28.16
"96,285","10/9/2024, 10:37",-27.65,27.23
"97,783","20/9/2024, 19:46",-26.1,29.23
"96,351","10/9/2024, 12:49",-25.74,28.21
"99,421","1/10/2024, 23:34",-27.43,32.07
"96,312","10/9/2024, 11:28",-25.78,29.43
"99,716","3/10/2024, 00:08",-26.72,27.87
"101,361","14/10/2024, 10:28",-26.71,27.1
"102,975","26/10/2024, 15:40",-26.25,28.05
"104,694","8/11/2024, 09:56",-22.9,30.49
"99,426","2/10/2024, 00:05",-26.25,27.88
"106,435","22/11/2024, 06:50",-33.89,22.39
"106,443","22/11/2024, 08:12",-25.44,27.95
"83,884","31/5/2024, 23:23",-25.79,28.26
"106,440","22/11/2024, 07:41",-25.76,28.2
"106,453","22/11/2024, 10:58",-25.78,28.28
"106,441","22/11/2024, 07:56",-33.88,22.4
"106,464","22/11/2024, 12:49",-26.18,28.11
"106,436","22/11/2024, 07:06",-33.89,22.39
"106,469","22/11/2024, 13:10",-25.76,28.19
"106,472","22/11/2024, 13:50",-26.35,28.37
"106,482","22/11/2024, 15:45",-28.76,31.9
"106,460","22/11/2024, 12:12",-33.98,18.51
"106,486","22/11/2024, 16:21",-25.77,28.22
"106,483","22/11/2024, 15:48",-28.74,31.89
"106,499","22/11/2024, 18:05",-26.18,27.8
"84,066","4/6/2024, 10:58",-25.82,28.24
"82,895","16/5/2024, 12:18",-26.12,28.08
"83,790","30/5/2024, 19:15",-25.72,28.39
"83,434","24/5/2024, 18:53",-26.14,27.98
"84,498","10/6/2024, 10:10",-23.91,29.45
"86,170","4/7/2024, 18:10",-29.44,31.21
"88,212","25/7/2024, 12:08",-26,28.08
"90,140","29/7/2024, 08:41",-34.05,18.67
"84,516","10/6/2024, 12:17",-26.14,28.1
"92,064","6/8/2024, 21:35",-25.46,31.1
"93,838","21/8/2024, 22:01",-34.06,18.47
"95,506","3/9/2024, 21:04",-26.14,28.08
"96,221","10/9/2024, 07:35",-26.03,28.19
"96,286","10/9/2024, 10:43",-25.65,27.22
"97,785","20/9/2024, 19:59",-25.9,28.67
"96,352","10/9/2024, 12:58",-26.19,27.7
"99,422","1/10/2024, 23:42",-23.94,31.03
"99,717","3/10/2024, 00:09",-26.72,27.87
"101,362","14/10/2024, 10:29",-29.81,30.86
"102,976","26/10/2024, 15:42",-26.16,27.76
"104,695","8/11/2024, 10:00",-26.19,28.04
"84,568","11/6/2024, 07:50",-26.5,29.18
"106,437","22/11/2024, 07:09",-26.35,28.37
"78,478","14/3/2024, 00:54",-26.17,28.08
"84,749","13/6/2024, 23:09",-26.18,28.1
"84,151","5/6/2024, 09:58",-25.71,28.41
"84,008","3/6/2024, 16:45",-29.55,30.36
"86,285","6/7/2024, 21:36",-26.31,27.69
"88,213","25/7/2024, 12:09",-25.77,28.24
"90,141","29/7/2024, 08:42",-26.56,27.82
"92,066","6/8/2024, 22:04",-34.04,18.61
"93,839","21/8/2024, 22:22",-26.18,28.04
"95,507","3/9/2024, 21:09",-26.17,27.88
"96,222","10/9/2024, 07:35",-25.86,25.64
"96,287","10/9/2024, 10:52",-26.04,29.16
"96,353","10/9/2024, 13:06",-25.47,27.83
"97,786","20/9/2024, 20:04",-26.09,29.15
"99,423","1/10/2024, 23:46",-30,30.94
"99,719","3/10/2024, 00:09",-26.72,27.87
"101,364","14/10/2024, 10:42",-26.71,27.1
"102,977","26/10/2024, 15:42",-27.95,26.79
"104,697","8/11/2024, 10:14",-25.79,28.28
"106,438","22/11/2024, 07:25",-27.84,30.83
"84,071","4/6/2024, 11:40",-26.21,28.16
"84,132","5/6/2024, 00:27",-29.78,30.76
"86,171","4/7/2024, 18:12",-25.72,27.66
"88,214","25/7/2024, 12:11",-26.11,28.23
"90,142","29/7/2024, 08:43",-26.47,27.86
"92,067","6/8/2024, 22:04",-34.04,18.61
"93,840","21/8/2024, 22:27",-25.67,28.25
"95,508","3/9/2024, 21:12",-26.21,28.05
"96,223","10/9/2024, 07:38",-26.14,27.82
"97,787","20/9/2024, 20:05",-33.97,25.51
"96,354","10/9/2024, 13:28",-26.26,28.27
"99,424","1/10/2024, 23:47",-30,30.94
"99,720","3/10/2024, 00:09",-26.72,27.87
"101,365","14/10/2024, 10:44",-26.17,28.15
"102,978","26/10/2024, 15:45",-26.69,27.83
"104,698","8/11/2024, 10:18",-26.71,27.8
"106,439","22/11/2024, 07:27",-26.57,27.85
"84,216","6/6/2024, 09:35",-33.63,19.48
"84,016","3/6/2024, 18:04",-33.85,25.61
"86,172","4/7/2024, 19:47",-25.66,28.27
"88,215","25/7/2024, 12:16",-26.15,27.9
"88,216","25/7/2024, 12:16",-26.25,28.07
"88,385","25/7/2024, 18:41",-33.92,18.42
"88,329","25/7/2024, 16:33",-25.63,27.78
"90,143","29/7/2024, 08:43",-26.09,28.27
"92,068","6/8/2024, 22:15",-26.24,27.92
"88,237","25/7/2024, 13:08",-25.76,28.23
"88,336","25/7/2024, 16:51",-26.34,27.32
"88,388","25/7/2024, 18:58",-25.97,28.22
"93,842","21/8/2024, 22:38",-23.89,29.73
"95,509","3/9/2024, 21:28",-34.01,22.5
"88,397","25/7/2024, 19:12",-33.99,18.48
"96,224","10/9/2024, 07:41",-26.1,27.91
"96,289","10/9/2024, 10:57",-26.02,28.11
"88,241","25/7/2024, 13:11",-29.91,30.88
"88,344","25/7/2024, 17:15",-25.95,28.23
"88,424","25/7/2024, 19:40",-25.69,27.49
"96,314","10/9/2024, 11:37",-26.09,29.23
"88,426","25/7/2024, 19:40",-29.8,30.62
"88,258","25/7/2024, 13:54",-26.35,28.37
"88,371","25/7/2024, 18:21",-25.64,27.21
"88,267","25/7/2024, 14:16",-26.03,28.19
"88,378","25/7/2024, 18:33",-26.02,27.98
"88,316","25/7/2024, 16:09",-25.96,28.22
"97,791","20/9/2024, 20:50",-25.9,28.67
"88,328","25/7/2024, 16:29",-29.5,25.01
"96,355","10/9/2024, 13:30",-26.93,29.24
"99,425","1/10/2024, 23:51",-26.71,27.88
"99,721","3/10/2024, 00:10",-26.72,27.87
"101,368","14/10/2024, 10:56",-25.78,28.25
"102,979","26/10/2024, 15:47",-24.99,31.24
"84,094","4/6/2024, 15:57",-25.78,28.27
"82,683","13/5/2024, 01:42",-26.25,28.05
"79,199","22/3/2024, 10:58",-25.73,28.4
"84,567","11/6/2024, 07:37",-33.9,25.53
"86,173","4/7/2024, 21:10",-27.38,30.58
"88,217","25/7/2024, 12:17",-26.06,27.95
"90,144","29/7/2024, 08:44",-26.47,27.86
"92,069","6/8/2024, 22:44",-29.77,31.01
"93,843","21/8/2024, 22:42",-23.89,29.73
"95,510","3/9/2024, 21:34",-29.73,31.06
"84,661","12/6/2024, 18:20",-25.71,28.31
"84,775","14/6/2024, 11:15",-25.76,28.21
"84,797","14/6/2024, 18:31",-23.91,29.51
"96,225","10/9/2024, 07:48",-26.14,27.82
"96,290","10/9/2024, 11:13",-34.18,22.1
"96,356","10/9/2024, 13:41",-25.44,30.97
"97,792","20/9/2024, 20:52",-29.86,30.77
"99,427","2/10/2024, 00:10",-25.38,28.25
"99,722","3/10/2024, 00:28",-29.14,26.21
"101,369","14/10/2024, 11:01",-25.27,27.27
"102,980","26/10/2024, 15:47",-26.69,27.83
"104,699","8/11/2024, 10:59",-23.97,31.11
"106,442","22/11/2024, 08:00",-26.11,28.08
"84,100","4/6/2024, 16:55",-25.75,28.23
"84,450","9/6/2024, 12:56",-26.29,27.91
"86,175","5/7/2024, 00:18",-28.74,31.89
"88,218","25/7/2024, 12:21",-25.45,30.99
"90,145","29/7/2024, 08:45",-26.37,28.2
"92,070","6/8/2024, 22:46",-26.25,28.06
"93,844","21/8/2024, 22:46",-23.89,29.73
"95,511","3/9/2024, 21:37",-34.01,22.5
"96,226","10/9/2024, 07:50",-26.14,28
"96,288","10/9/2024, 10:56",-25.48,30.98
"96,357","10/9/2024, 13:43",-26.93,29.24
"97,793","20/9/2024, 21:00",-26.27,27.81
"99,428","2/10/2024, 00:10",-28.66,32.02
"99,723","3/10/2024, 00:41",-29.71,30.13
"101,370","14/10/2024, 11:33",-29.6,30.38
"102,981","26/10/2024, 15:48",-27.95,26.79
"104,700","8/11/2024, 11:17",-26.04,28.08
"106,444","22/11/2024, 08:13",-25.58,28.02
"84,113","4/6/2024, 20:52",-34.11,18.86
"84,451","9/6/2024, 13:14",-29.52,30.9
"86,177","5/7/2024, 01:07",-29.87,30.98
"86,178","5/7/2024, 02:31",-25.46,27.97
"86,221","5/7/2024, 15:33",-26.08,27.92
"86,202","5/7/2024, 12:02",-33.59,22.21
"86,226","5/7/2024, 18:10",-27.35,31.58
"93,845","21/8/2024, 22:58",12.99,77.7
"86,186","5/7/2024, 08:34",-25.7,28.28
"86,203","5/7/2024, 12:04",-28.75,32.05
"86,231","5/7/2024, 20:05",-26.14,29.28
"86,206","5/7/2024, 12:15",-25.79,28.28
"86,219","5/7/2024, 15:05",-25.88,28.18
"86,179","5/7/2024, 04:26",-29.85,31.02
"97,794","20/9/2024, 21:01",-26.15,28.05
"86,180","5/7/2024, 05:14",-28.74,31.89
"86,198","5/7/2024, 10:39",-26.14,28.04
"86,181","5/7/2024, 05:24",-26.27,29.25
"86,208","5/7/2024, 12:39",-25.71,28.33
"86,182","5/7/2024, 06:54",-26.14,28.1
"86,201","5/7/2024, 11:47",-26.17,28.04
"86,184","5/7/2024, 07:46",-29.8,30.62
"86,223","5/7/2024, 15:43",-26.18,27.7
"86,185","5/7/2024, 07:52",-25.84,28.29
